order_id,order_price,order_time,out_time,customer_id_id,deliver_id_id
xs000363,263.95,2017/12/19 13:02,2017/12/21 2:11,413,xs132448
xs000364,134.99,2017/10/25 13:32,2017/10/26 3:09,414,xs1332449
xs000365,57.89,2017/7/31 19:05,2017/8/1 15:15,415,xs19545
xs000366,383.99,2018/7/6 18:16,2018/7/10 8:45,416,xs1816450
xs000367,159.31,2017/10/24 14:23,2017/10/26 2:56,417,xs1423451
xs000368,756.91,2018/6/12 20:54,2018/6/13 2:36,418,xs2054452
xs000369,156.22,2017/11/9 21:08,2017/11/9 21:31,419,xs218453
xs000370,132.95,2017/2/23 8:03,2017/2/23 8:15,420,xs83454
xs000371,48.27,2017/6/17 13:16,2017/6/17 13:25,421,xs1316455
xs000372,107.35,2017/5/29 12:35,2017/5/29 13:05,422,xs1235456
xs000373,110.2,2018/5/24 12:16,2018/5/25 8:14,423,xs1216457
xs000374,368.92,2018/6/3 21:08,2018/6/3 21:30,424,xs218458
xs000375,106.85,2018/6/8 20:06,2018/6/12 4:35,425,xs206459
xs000376,281.5,2018/5/14 17:56,2018/5/16 3:15,426,xs175646
xs000377,54.25,2018/1/29 13:38,2018/1/29 13:57,427,xs1338460
xs000378,121.78,2017/11/24 1:34,2017/11/24 1:49,428,xs134462
xs000379,102.26,2016/10/5 7:31,2016/10/6 2:46,429,xs731463
xs000380,90.62,2018/3/7 16:27,2018/3/8 17:40,430,xs1627464
xs000381,75.69,2017/3/22 17:25,2017/3/22 17:25,431,xs1725465
xs000382,42.86,2017/11/6 18:20,2017/11/7 3:31,432,xs1820466
xs000383,35.7,2017/5/19 18:13,2017/5/20 11:35,433,xs1813467
xs000384,444.25,2017/12/16 13:51,2017/12/16 13:58,436,xs1351468
xs000385,69.16,2018/4/18 13:13,2018/4/18 13:31,437,xs1313469
xs000386,30,2018/3/29 20:53,2018/3/31 10:07,438,xs205347
xs000387,65.71,2018/6/23 19:24,2018/6/23 19:39,439,xs1924470
xs000388,29.29,2018/8/6 9:12,2018/8/6 9:44,440,xs912471
xs000389,37.74,2017/6/2 14:00,2017/6/2 14:42,441,xs140472
xs000390,30,2017/11/6 16:24,2017/11/6 23:31,442,xs1624473
xs000391,145.9,2018/6/27 11:10,2018/6/28 2:15,443,xs1110474
xs000392,79.88,2017/4/14 22:06,2017/4/14 22:15,444,xs226475
xs000393,108,2018/3/26 11:02,2018/3/26 11:15,445,xs112476
xs000394,348.74,2017/12/4 18:26,2017/12/4 19:04,446,xs1826477
xs000395,88.78,2018/6/13 22:54,2018/6/13 23:18,447,xs2254479
xs000396,953.71,2018/2/2 15:26,2018/2/2 16:00,448,xs152648
xs000397,125.77,2017/8/10 19:47,2017/8/12 2:45,449,xs1947480
xs000398,64.05,2018/8/4 14:29,2018/8/7 4:10,450,xs1429481
xs000399,127.69,2017/9/5 18:24,2017/9/7 2:44,451,xs1824482
xs000400,62.42,2017/12/7 20:38,2017/12/7 20:51,452,xs2038484
xs000401,55.69,2017/11/19 16:12,2017/11/22 2:58,453,xs1612485
xs000402,146.13,2017/12/8 23:41,2017/12/9 1:30,454,xs2341486
xs000403,349.99,2017/5/10 14:03,2017/5/10 14:15,455,xs143487
xs000404,91.28,2017/11/30 13:34,2017/11/30 13:56,456,xs1334488
xs000405,108.64,2018/3/19 21:50,2018/3/19 22:08,457,xs2150489
xs000406,158.98,2018/3/4 15:58,2018/3/4 16:10,458,xs155849
xs000407,20.75,2018/7/2 13:58,2018/7/2 14:10,459,xs1358490
xs000408,72.9,2017/4/6 13:44,2017/4/6 13:55,460,xs1344492
xs000409,543.83,2018/8/12 12:04,2018/8/12 12:24,462,xs124493
xs000410,67.12,2017/7/16 10:04,2017/7/16 10:15,463,xs104494
xs000411,139.07,2018/7/28 20:07,2018/7/30 18:31,464,xs207495
xs000412,126.68,2017/10/18 16:44,2017/10/18 16:56,465,xs1644496
xs000413,41.42,2017/8/28 22:47,2017/8/28 22:55,466,xs2247497
xs000414,203.16,2017/12/21 20:11,2017/12/21 20:30,467,xs2011499
xs000415,540.02,2017/11/27 13:33,2017/11/29 13:37,468,xs13335
xs000416,368.6,2018/7/22 13:04,2018/7/27 23:31,469,xs13450
xs000417,107.78,2018/5/8 19:48,2018/5/8 20:32,470,xs1948500
xs000418,387.27,2017/11/18 11:30,2017/11/18 11:47,471,xs1130501
xs000419,107.23,2017/5/11 9:13,2017/5/11 9:25,472,xs913502
xs000420,101.25,2017/12/27 19:19,2017/12/27 19:29,473,xs1919503
xs000421,26.09,2018/1/9 11:19,2018/1/9 11:29,474,xs1119504
xs000422,244.35,2018/6/23 18:07,2018/6/23 18:35,475,xs187505
xs000423,117.85,2018/7/3 19:34,2018/7/5 16:40,476,xs1934506
xs000424,171.32,2017/6/8 21:18,2017/6/8 21:30,477,xs2118509
xs000425,202.44,2017/10/17 18:22,2017/10/17 18:35,479,xs182251
xs000426,73.03,2017/9/8 13:37,2017/9/8 13:50,480,xs1337510
xs000427,264.67,2017/7/17 9:29,2017/7/17 9:43,481,xs929511
xs000428,68.7,2018/5/7 20:57,2018/5/7 21:14,482,xs2057512
xs000429,55.13,2018/8/1 16:54,2018/8/1 17:24,484,xs1654513
xs000430,92.99,2018/8/21 10:19,2018/8/21 10:51,485,xs1019515
xs000431,36,2017/4/25 13:35,2017/4/25 13:45,486,xs1335516
xs000432,17.87,2018/5/4 21:40,2018/5/5 21:35,487,xs2140517
xs000433,58.38,2018/3/8 15:59,2018/3/8 16:31,488,xs1559518
xs000434,50,2018/6/11 13:00,2018/6/11 13:33,489,xs130519
xs000435,1995.69,2017/6/13 11:13,2017/6/15 3:03,490,xs111352
xs000436,130.14,2017/8/4 21:44,2017/8/4 22:04,492,xs2144520
xs000437,710.23,2017/10/6 18:22,2017/10/6 18:35,493,xs1822521
xs000438,68,2018/5/19 12:14,2018/5/19 12:31,494,xs1214522
xs000439,59.51,2017/8/5 19:30,2017/8/5 20:05,495,xs1930523
xs000440,371.94,2017/10/31 9:59,2017/10/31 10:10,496,xs959524
xs000441,667.99,2017/9/11 9:40,2017/9/12 4:30,497,xs940525
xs000442,63.89,2018/3/7 16:42,2018/3/7 17:20,499,xs1642526
xs000443,49.34,2018/1/13 15:43,2018/1/13 15:51,500,xs1543527
xs000444,147,2018/6/19 0:26,2018/6/19 0:54,501,xs026528
xs000445,354.64,2017/11/24 9:23,2017/11/24 10:51,502,xs923529
xs000446,59.71,2018/3/16 11:31,2018/3/16 11:49,503,xs113153
xs000447,408.66,2017/10/12 23:11,2017/10/14 3:46,504,xs2311530
xs000448,51.66,2018/8/6 22:25,2018/8/6 22:45,505,xs2225531
xs000449,386.46,2018/6/16 18:31,2018/6/16 18:57,506,xs1831532
xs000450,69.54,2017/4/29 20:09,2017/4/29 20:22,509,xs209533
xs000451,21.94,2018/2/17 10:33,2018/2/17 10:49,510,xs1033534
xs000452,52.34,2018/8/1 17:57,2018/8/1 18:31,511,xs1757535
xs000453,114.25,2018/3/4 22:59,2018/3/4 23:15,512,xs2259536
xs000454,162.83,2018/2/21 13:18,2018/2/23 2:31,513,xs1318537
xs000455,172.92,2017/10/9 19:42,2017/10/10 23:09,515,xs1942538
xs000456,81.72,2017/8/1 18:17,2017/8/1 18:32,516,xs1817539
xs000457,151.79,2018/1/26 13:32,2018/1/26 13:52,517,xs133254
xs000458,243.62,2017/1/27 0:34,2017/1/28 4:34,518,xs034540
xs000459,56.42,2017/9/18 1:02,2017/9/18 1:15,519,xs12541
xs000460,45.13,2017/4/3 23:09,2017/4/3 23:22,520,xs239542
xs000461,108.64,2018/6/4 8:33,2018/6/4 9:11,521,xs833543
xs000462,64.51,2017/9/14 18:32,2017/9/15 2:25,522,xs1832544
xs000463,193.5,2017/2/17 17:37,2017/2/17 17:50,523,xs1737545
xs000464,110.63,2018/2/5 17:40,2018/2/5 17:50,524,xs1740546
xs000465,200.55,2017/1/25 15:47,2017/1/25 16:02,525,xs1547547
xs000466,41.71,2017/4/27 14:17,2017/4/27 14:30,526,xs1417548
xs000467,54.43,2018/6/15 21:45,2018/6/15 22:20,527,xs2145549
xs000468,77.64,2017/12/6 9:53,2017/12/7 3:12,528,xs95355
xs000469,280.08,2017/1/14 15:42,2017/1/14 15:50,529,xs1542550
xs000470,101.34,2018/8/1 16:37,2018/8/1 16:50,530,xs1637551
xs000471,77.57,2018/5/20 10:33,2018/5/20 10:58,531,xs1033552
xs000472,60.2,2018/7/1 21:12,2018/7/1 21:29,532,xs2112553
xs000473,48.1,2017/5/21 21:10,2017/5/23 4:05,533,xs2110554
xs000474,76.02,2018/3/14 11:22,2018/3/14 12:00,534,xs1122555
xs000475,84.56,2017/10/31 21:47,2017/11/2 2:16,535,xs2147556
xs000476,20,2017/10/4 17:56,2017/10/4 18:28,536,xs1756557
xs000477,48.16,2018/1/17 9:55,2018/1/17 10:10,537,xs955558
xs000478,265.41,2018/7/20 11:46,2018/7/20 12:03,538,xs1146559
xs000479,127.53,2017/12/14 9:06,2017/12/14 10:14,539,xs9656
xs000480,128.73,2018/6/19 13:22,2018/6/19 13:57,540,xs1322560
xs000481,37.37,2018/4/2 13:01,2018/4/2 13:10,541,xs131561
xs000482,150.15,2018/7/4 16:49,2018/7/5 16:33,542,xs1649562
xs000483,36.16,2017/4/13 17:26,2017/4/13 17:42,543,xs1726564
xs000484,198,2018/7/24 11:32,2018/7/29 23:30,544,xs1132565
xs000485,112.4,2017/7/5 11:55,2017/7/5 17:42,545,xs1155566
xs000486,35.4,2018/4/30 20:24,2018/5/1 3:15,546,xs2024567
xs000487,189.98,2017/5/3 14:31,2017/5/3 14:42,547,xs1431568
xs000488,228.6,2018/5/25 22:10,2018/5/25 22:32,548,xs2210569
xs000489,314.21,2017/10/12 13:33,2017/10/12 13:49,549,xs133357
xs000490,22.29,2017/3/13 11:36,2017/3/13 11:36,550,xs1136570
xs000491,257.3,2017/11/20 16:21,2017/11/21 9:50,551,xs1621571
xs000492,162.99,2017/11/26 15:47,2017/11/26 15:56,552,xs1547572
xs000493,51.03,2018/6/1 15:34,2018/6/1 15:52,553,xs1534573
xs000494,190.09,2017/12/23 15:50,2017/12/23 15:58,554,xs1550574
xs000495,374.24,2017/12/1 7:15,2017/12/1 11:32,555,xs715575
xs000496,53.15,2017/12/3 20:22,2017/12/3 20:31,556,xs2022576
xs000497,88.2,2017/10/4 11:31,2017/10/4 11:49,557,xs1131577
xs000498,25.9,2018/8/21 20:36,2018/8/21 20:50,558,xs2036578
xs000499,46.81,2017/11/2 14:51,2017/11/2 15:10,559,xs1451579
xs000500,131.47,2017/6/23 11:23,2017/6/23 11:35,560,xs112358
xs000501,258.71,2018/5/10 16:04,2018/5/11 3:50,561,xs164580
xs000502,84.23,2017/2/13 9:35,2017/2/14 4:03,562,xs935581
xs000503,156.73,2017/9/13 20:30,2017/9/13 20:44,564,xs2030582
xs000504,69.9,2018/4/11 14:59,2018/4/11 15:12,565,xs1459583
xs000505,48.13,2017/3/19 23:15,2017/3/19 23:15,566,xs2315584
xs000506,187.15,2017/11/3 12:56,2017/11/7 7:30,567,xs1256585
xs000507,69.99,2017/11/27 19:41,2017/11/27 19:58,568,xs1941586
xs000508,25,2018/7/18 16:16,2018/7/18 16:30,569,xs1616588
xs000509,162.1,2018/5/6 10:27,2018/5/6 10:53,570,xs1027589
xs000510,57.11,2017/11/11 12:10,2017/11/11 12:26,571,xs121059
xs000511,154.87,2017/2/20 21:31,2017/2/22 6:50,572,xs2131590
xs000512,236.81,2018/3/7 17:53,2018/3/7 18:10,573,xs1753591
xs000513,102.53,2018/6/24 8:21,2018/6/26 5:37,574,xs821592
xs000514,65.1,2018/8/6 18:45,2018/8/7 6:45,575,xs1845593
xs000515,93.64,2017/8/4 10:46,2017/8/4 11:03,576,xs1046594
xs000516,64.09,2018/5/3 14:31,2018/5/4 11:35,577,xs1431595
xs000517,279.4,2017/12/2 7:55,2017/12/2 8:59,578,xs755596
xs000518,205.43,2018/1/1 23:15,2018/1/1 23:26,579,xs2315598
xs000519,89.57,2017/9/3 15:21,2017/9/3 15:30,580,xs1521599
xs000520,75.07,2018/2/3 0:18,2018/2/3 0:32,581,xs0186
xs000521,63.23,2018/7/11 19:25,2018/7/12 4:06,582,xs192560
xs000522,0.52,2017/2/7 12:01,2017/2/9 2:43,583,xs121600
xs000523,231.27,2017/3/23 12:21,2017/3/23 13:05,584,xs1221601
xs000524,41.69,2018/7/30 18:25,2018/7/31 3:55,585,xs1825602
xs000525,69.41,2018/2/9 15:26,2018/2/9 15:54,586,xs1526603
xs000526,72.75,2018/5/4 20:19,2018/5/4 20:30,588,xs2019604
xs000527,24.29,2017/11/26 12:15,2017/11/26 12:34,589,xs1215605
xs000528,88.49,2018/2/15 15:07,2018/2/15 15:27,590,xs157607
xs000529,71.66,2017/8/31 5:31,2017/8/31 5:44,591,xs531608
xs000530,80.81,2017/2/11 10:53,2017/2/11 11:05,592,xs1053609
xs000531,132.82,2017/5/8 14:59,2017/5/10 2:42,593,xs145961
xs000532,394.07,2018/8/27 13:57,NULL,594,xs1357612
xs000533,165.5,2017/2/6 15:43,2017/2/6 15:55,595,xs1543613
xs000534,98.47,2018/1/16 10:02,2018/1/16 10:12,596,xs102614
xs000535,49.77,2018/5/18 11:26,2018/5/18 13:06,598,xs1126615
xs000536,180.91,2018/1/22 19:19,2018/1/22 19:36,599,xs1919616
xs000537,40.63,2017/11/29 13:03,2017/11/29 13:12,600,xs133617
xs000538,71.63,2017/12/26 2:35,2017/12/27 4:08,601,xs235618
xs000539,262.94,2017/12/12 20:54,2017/12/12 21:11,602,xs2054619
xs000540,62.22,2018/8/4 9:09,2018/8/4 9:45,603,xs9962
xs000541,311.57,2017/6/26 7:04,2017/6/26 10:32,604,xs74620
xs000542,93.22,2018/2/24 8:45,2018/2/24 9:47,605,xs845622
xs000543,100.21,2018/8/5 11:05,2018/8/5 11:15,607,xs115623
xs000544,125.43,2017/11/26 11:38,2017/11/26 11:54,608,xs1138624
xs000545,80.55,2018/3/23 11:43,2018/3/23 11:55,609,xs1143625
xs000546,373.44,2018/5/17 7:17,2018/5/19 2:58,612,xs717626
xs000547,62.31,2017/12/9 17:13,2017/12/11 17:11,613,xs1713627
xs000548,36.35,2018/5/2 13:17,2018/5/2 15:58,614,xs1317628
xs000549,29.38,2018/1/25 19:46,2018/1/25 19:53,615,xs1946629
xs000550,102.47,2018/3/1 12:43,2018/3/2 2:10,616,xs124363
xs000551,130,2017/11/16 23:40,2017/11/16 23:50,617,xs2340630
xs000552,69.13,2018/1/4 13:14,2018/1/4 13:29,618,xs1314631
xs000553,86.24,2018/8/1 13:30,2018/8/1 13:44,619,xs1330632
xs000554,74.29,2017/10/17 15:58,2017/10/17 17:14,620,xs1558633
xs000555,70.72,2017/11/16 16:20,2017/11/16 16:35,622,xs1620634
xs000556,199,2018/1/18 12:35,2018/1/18 12:56,623,xs1235635
xs000557,340.47,2017/9/8 14:56,2017/9/9 5:04,624,xs1456636
xs000558,48.74,2018/7/29 0:48,2018/7/30 19:31,625,xs048637
xs000559,28.08,2017/4/25 21:33,2017/4/27 13:15,626,xs2133638
xs000560,59.9,2018/4/26 9:49,2018/4/26 10:35,627,xs949639
xs000561,166.29,2018/3/1 20:30,2018/3/1 20:49,628,xs203064
xs000562,51.1,2018/8/16 9:44,2018/8/17 3:10,629,xs944640
xs000563,67.83,2018/1/25 8:43,2018/1/25 8:56,630,xs843641
xs000564,164.35,2017/8/16 8:00,2017/8/16 8:10,631,xs80642
xs000565,79.09,2018/5/21 13:16,2018/5/22 9:36,632,xs1316643
xs000566,93.69,2018/5/12 0:18,2018/5/12 0:31,633,xs018645
xs000567,59.82,2018/1/3 16:29,2018/1/4 5:16,634,xs1629646
xs000568,159.03,2017/8/31 9:31,2017/9/2 2:45,635,xs931648
xs000569,92.57,2017/7/12 18:45,2017/7/12 19:03,636,xs1845649
xs000570,42.77,2018/6/14 18:37,2018/6/14 18:58,637,xs183765
xs000571,453.74,2018/3/8 19:06,2018/3/9 19:08,638,xs196650
xs000572,234.08,2017/5/8 16:31,2017/5/9 16:35,639,xs1631651
xs000573,67.62,2017/11/16 13:18,2017/11/17 4:06,640,xs1318652
xs000574,19.33,2017/6/29 23:08,2017/6/29 23:23,641,xs238653
xs000575,143.18,2017/8/26 10:26,2017/8/26 10:35,642,xs1026654
xs000576,112.83,2018/1/15 0:14,2018/1/15 0:29,643,xs014656
xs000577,85.92,2018/6/5 19:53,2018/6/6 2:53,645,xs1953657
xs000578,102.05,2017/3/4 9:55,2017/3/7 4:05,646,xs955658
xs000579,134.12,2017/7/4 23:29,2017/7/5 17:36,648,xs2329659
xs000580,112.13,2017/5/19 14:12,2017/5/19 14:25,649,xs141266
xs000581,70.75,2018/4/24 22:18,2018/4/25 22:10,650,xs2218660
xs000582,77.6,2017/9/13 17:53,2017/9/15 2:24,651,xs1753661
xs000583,197.04,2017/11/20 11:44,2017/11/20 11:56,652,xs1144662
xs000584,93.18,2018/4/4 0:33,2018/4/4 0:48,653,xs033663
xs000585,44.72,2018/1/19 18:07,2018/1/19 18:20,654,xs187664
xs000586,26.38,2018/5/7 1:09,2018/5/7 16:52,656,xs19665
xs000587,149.14,2018/1/31 11:31,2018/1/31 14:23,657,xs1131666
xs000588,106.32,2018/5/31 10:16,2018/5/31 10:30,658,xs1016667
xs000589,246.96,2017/7/31 20:47,2017/7/31 21:15,659,xs2047668
xs000590,22.29,2018/5/31 17:47,2018/6/1 17:53,660,xs1747669
xs000591,57.48,2018/7/12 22:14,2018/7/12 22:25,661,xs221467
xs000592,105.28,2017/12/7 15:40,2017/12/12 3:49,662,xs1540670
xs000593,203.54,2017/12/10 23:35,2017/12/10 23:49,663,xs2335671
xs000594,330.4,2017/7/24 16:14,2017/7/24 16:25,664,xs1614672
xs000595,108.68,2017/7/27 23:29,2017/7/27 23:45,665,xs2329673
xs000596,415.93,2018/4/19 19:34,2018/4/19 20:51,666,xs1934674
xs000597,314.21,2017/11/28 8:02,2017/11/29 2:18,667,xs82675
xs000598,206.08,2018/6/28 10:28,2018/6/28 10:50,668,xs1028676
xs000599,27.7,2017/10/16 18:26,2017/10/16 18:45,669,xs1826677
xs000600,19.48,2018/1/23 10:15,2018/1/23 10:29,670,xs1015678
xs000601,121.09,2018/8/19 11:28,2018/8/20 16:50,671,xs1128679
xs000602,206.76,2018/5/26 23:52,2018/5/27 23:49,672,xs235268
xs000603,142.21,2017/9/21 22:33,2017/9/21 22:50,673,xs2233680
xs000604,73.34,2018/5/4 0:12,2018/5/5 0:13,674,xs012681
xs000605,72.62,2017/12/20 14:00,2017/12/20 14:31,675,xs140682
xs000606,86.24,2018/5/13 22:50,2018/5/13 23:11,676,xs2250683
xs000607,230.1,2018/2/16 9:17,2018/2/16 9:35,677,xs917685
xs000608,206.14,2017/12/10 16:46,2017/12/12 3:36,678,xs1646686
xs000609,212.73,2017/12/11 23:18,2017/12/12 0:05,679,xs2318687
xs000610,94.82,2017/3/10 11:45,2017/3/10 11:45,680,xs1145688
xs000611,126.44,2017/10/28 21:26,2017/10/28 21:46,681,xs2126689
xs000612,140.08,2018/2/22 14:54,2018/2/22 15:27,682,xs145469
xs000613,68.87,2017/7/3 16:42,2017/7/5 6:44,683,xs1642690
xs000614,87.58,2018/1/26 21:34,2018/1/26 21:58,685,xs2134691
xs000615,305.19,2018/4/24 10:29,2018/4/25 4:11,686,xs1029693
xs000616,161.88,2018/8/16 13:50,2018/8/16 14:05,687,xs1350694
xs000617,88.08,2017/8/28 20:27,2017/8/28 20:44,688,xs2027695
xs000618,92.5,2018/6/27 16:11,2018/6/27 16:29,689,xs1611696
xs000619,43,2017/10/17 17:02,2017/10/17 17:46,690,xs172697
xs000620,116.36,2018/1/6 21:37,2018/1/6 21:49,691,xs2137698
xs000621,64.48,2018/2/15 11:58,2018/2/15 12:15,693,xs1158699
xs000622,37.69,2017/10/26 20:30,2017/10/26 20:46,694,xs20307
xs000623,150.52,2018/3/3 17:11,2018/3/6 3:55,695,xs171170
xs000624,314.3,2018/6/23 19:29,2018/6/26 5:12,696,xs1929700
xs000625,396.35,2017/10/22 14:25,2017/10/22 14:49,697,xs1425701
xs000626,98.33,2017/9/20 11:35,2017/9/20 11:50,698,xs1135702
xs000627,120.92,2018/7/31 20:47,2018/7/31 20:55,699,xs2047704
xs000628,76.17,2018/3/10 23:24,2018/3/11 0:00,700,xs2324705
xs000629,104.43,2018/7/20 12:25,2018/7/20 12:43,701,xs1225706
xs000630,105.94,2017/10/4 23:23,2017/10/4 23:35,702,xs2323707
xs000631,110.04,2018/1/21 16:46,2018/1/22 13:53,704,xs1646708
xs000632,730.95,2018/7/31 21:51,2018/8/1 21:45,705,xs2151709
xs000633,128.77,2017/3/6 21:15,2017/3/6 21:25,706,xs211571
xs000634,82.1,2017/7/8 17:35,2017/7/8 17:45,707,xs1735710
xs000635,53.39,2017/5/11 21:36,2017/5/11 21:45,708,xs2136711
xs000636,61.79,2018/1/22 15:24,2018/1/22 15:38,709,xs1524712
xs000637,86.83,2018/3/10 20:39,2018/3/10 21:40,710,xs2039713
xs000638,45.3,2018/8/7 14:12,2018/8/9 3:45,711,xs1412714
xs000639,25.5,2017/12/27 20:24,2017/12/27 20:35,712,xs2024715
xs000640,103.79,2017/4/15 23:53,2017/4/16 1:05,713,xs2353716
xs000641,114.28,2018/4/15 22:11,2018/4/17 5:50,714,xs2211717
xs000642,57.78,2017/9/11 15:39,2017/9/11 15:50,715,xs1539718
xs000643,124.15,2017/2/25 14:34,2017/2/25 14:50,716,xs1434719
xs000644,64.1,2018/5/17 16:34,2018/5/19 2:59,717,xs163472
xs000645,179.92,2017/9/16 9:20,2017/9/16 9:35,718,xs920720
xs000646,40.01,2018/2/27 8:31,2018/2/28 9:56,719,xs831721
xs000647,104.27,2017/3/24 15:50,2017/3/25 2:32,720,xs1550722
xs000648,307.96,2018/6/15 20:16,2018/6/15 20:41,721,xs2016723
xs000649,31.29,2017/5/31 20:57,2017/6/2 20:05,722,xs2057724
xs000650,38.13,2018/7/13 19:38,2018/7/13 19:45,723,xs1938725
xs000651,52.01,2018/4/30 11:18,2018/4/30 11:35,724,xs1118726
xs000652,35.05,2017/3/8 19:55,2017/3/8 19:55,725,xs1955727
xs000653,186.49,2018/5/6 19:45,2018/5/8 4:54,726,xs1945728
xs000654,99.95,2017/5/2 16:35,2017/5/3 14:45,727,xs1635729
xs000655,215.62,2018/2/17 16:39,2018/2/17 16:50,728,xs163973
xs000656,206.2,2018/5/16 13:47,2018/5/16 14:55,729,xs1347732
xs000657,55.06,2017/6/19 18:00,2017/6/19 18:10,732,xs180733
xs000658,21.04,2017/11/26 11:20,2017/11/26 11:31,733,xs1120734
xs000659,26.45,2018/1/19 0:48,2018/1/19 1:21,734,xs048735
xs000660,127.53,2017/11/23 14:31,2017/11/23 14:49,735,xs1431736
xs000661,223.14,2018/4/16 14:21,2018/4/16 14:35,736,xs1421737
xs000662,56.41,2018/5/5 9:22,2018/5/5 9:39,737,xs922738
xs000663,566.63,2018/3/6 14:21,2018/3/6 15:00,738,xs1421739
xs000664,39.41,2017/6/20 13:08,2017/6/21 2:26,739,xs13874
xs000665,148.64,2017/8/2 15:36,2017/8/3 3:06,740,xs1536740
xs000666,64,2018/4/28 22:02,2018/4/28 22:15,741,xs222741
xs000667,151.09,2017/10/12 20:26,2017/10/12 20:36,742,xs2026742
xs000668,93.91,2017/12/11 11:50,2017/12/11 11:58,743,xs1150743
xs000669,71.14,2017/11/18 14:33,2017/11/18 19:06,744,xs1433744
xs000670,188.06,2017/7/5 8:49,2017/7/5 17:41,745,xs849745
xs000671,257.21,2018/5/23 14:21,2018/5/23 14:37,746,xs1421746
xs000672,692.94,2017/12/16 15:29,2017/12/16 15:49,747,xs1529747
xs000673,181.1,2018/4/12 14:37,2018/4/12 15:15,748,xs1437748
xs000674,202.26,2018/7/27 11:58,2018/7/28 18:35,749,xs1158749
xs000675,164.15,2018/1/28 11:47,2018/1/28 12:00,750,xs114775
xs000676,137.13,2017/8/31 7:27,2017/9/1 2:15,751,xs727750
xs000677,2.01,2018/2/23 13:12,2018/2/27 5:31,752,xs1312751
xs000678,272.58,2017/12/11 7:50,2017/12/11 7:58,753,xs750752
xs000679,87.36,2017/12/15 23:33,2017/12/18 0:33,754,xs2333753
xs000680,16.54,2017/9/17 18:52,2017/9/17 19:05,755,xs1852754
xs000681,234.19,2018/3/31 11:48,2018/3/31 12:35,756,xs1148755
xs000682,86.37,2017/5/14 9:36,2017/5/16 3:22,758,xs936756
xs000683,33,2018/5/10 17:48,2018/5/10 18:17,759,xs1748758
xs000684,10.89,2018/6/24 13:38,2018/6/24 17:18,760,xs1338759
xs000685,84.14,2018/7/25 7:39,2018/7/25 7:50,761,xs73976
xs000686,43.28,2018/2/12 17:33,2018/2/12 17:47,762,xs1733760
xs000687,47.95,2017/5/6 11:20,2017/5/6 11:30,763,xs1120761
xs000688,76.08,2017/8/14 17:38,2017/8/17 0:15,764,xs1738762
xs000689,104.37,2017/11/30 11:05,2017/11/30 11:13,765,xs115763
xs000690,69.61,2017/2/10 16:37,2017/2/10 16:50,766,xs1637764
xs000691,121.09,2018/2/19 0:38,2018/2/19 1:47,767,xs038765
xs000692,238.65,2018/8/24 9:55,NULL,768,xs955766
xs000693,181.59,2018/7/20 11:28,2018/7/20 11:46,769,xs1128767
xs000694,135.26,2018/7/23 11:30,2018/7/23 14:31,770,xs1130768
xs000695,51.09,2017/11/26 13:24,2017/11/26 13:35,771,xs1324769
xs000696,1783.44,2017/11/19 20:06,2017/11/19 20:15,772,xs20677
xs000697,145.01,2018/6/3 9:59,2018/6/3 10:49,773,xs959770
xs000698,231.27,2017/11/13 16:23,2017/11/13 16:56,775,xs1623771
xs000699,70.03,2017/11/30 15:27,2017/12/1 11:31,776,xs1527772
xs000700,1432.92,2016/10/5 15:08,2016/10/6 15:44,777,xs158773
xs000701,45.24,2017/5/23 20:19,2017/5/23 20:35,778,xs2019775
xs000702,50,2018/6/22 13:43,2018/6/22 13:58,780,xs1343776
xs000703,64.01,2017/11/23 22:27,2017/11/23 22:37,781,xs2227777
xs000704,148.18,2018/1/26 18:30,2018/1/26 18:52,782,xs1830778
xs000705,171.53,2018/4/24 13:35,2018/4/24 17:43,783,xs133578
xs000706,86.15,2017/12/15 21:32,2017/12/19 9:58,784,xs2132780
xs000707,22.79,2018/8/3 16:29,2018/8/3 16:45,785,xs1629781
xs000708,58.16,2017/12/1 21:39,2017/12/1 21:55,786,xs2139782
xs000709,149.42,2018/6/21 10:46,2018/6/21 11:01,788,xs1046783
xs000710,44.53,2018/7/22 23:18,2018/7/24 11:32,789,xs2318784
xs000711,152.82,2017/9/5 10:54,2017/9/6 11:03,790,xs1054785
xs000712,82.92,2018/8/14 14:49,2018/8/15 3:15,791,xs1449786
xs000713,66.69,2018/8/8 1:23,2018/8/8 1:35,792,xs123788
xs000714,52.75,2018/7/18 18:42,2018/7/18 18:55,793,xs1842789
xs000715,105.94,2017/1/22 14:09,2017/1/22 14:30,795,xs14979
xs000716,413.31,2018/4/8 13:20,2018/4/8 13:30,796,xs1320790
xs000717,112.09,2018/3/15 15:57,2018/3/15 16:11,797,xs1557791
xs000718,186.36,2018/1/29 21:09,2018/1/29 21:32,798,xs219792
xs000719,165.22,2017/6/27 17:58,2017/6/28 2:45,799,xs1758793
xs000720,49.02,2018/5/2 22:17,2018/5/3 22:13,800,xs2217795
xs000721,173.68,2018/3/30 20:27,2018/3/30 21:27,801,xs2027796
xs000722,205.07,2018/3/12 16:54,2018/3/12 18:00,802,xs1654797
xs000723,21.04,2018/2/21 18:47,2018/2/21 18:55,805,xs1847798
xs000724,132.68,2018/6/20 16:44,2018/6/20 17:01,806,xs1644799
